id	node1	label	node2
P8168-datatype	P8168	datatype	external-id
P8169-datatype	P8169	datatype	external-id
P817-datatype	P817	datatype	wikibase-item
P8170-datatype	P8170	datatype	external-id
P8171-datatype	P8171	datatype	external-id
P8172-datatype	P8172	datatype	external-id
P8173-datatype	P8173	datatype	external-id
P8174-datatype	P8174	datatype	external-id
P8175-datatype	P8175	datatype	external-id
P8176-datatype	P8176	datatype	external-id
P8177-datatype	P8177	datatype	external-id
P8178-datatype	P8178	datatype	external-id
P8179-datatype	P8179	datatype	external-id
P818-datatype	P818	datatype	external-id
P8180-datatype	P8180	datatype	external-id
P8181-datatype	P8181	datatype	external-id
P8182-datatype	P8182	datatype	external-id
P8183-datatype	P8183	datatype	string
P8184-datatype	P8184	datatype	external-id
P8185-datatype	P8185	datatype	external-id
P8186-datatype	P8186	datatype	external-id
P8187-datatype	P8187	datatype	external-id
P8188-datatype	P8188	datatype	external-id
P8189-datatype	P8189	datatype	external-id
P819-datatype	P819	datatype	external-id
P8190-datatype	P8190	datatype	external-id
P8191-datatype	P8191	datatype	external-id
P8192-datatype	P8192	datatype	external-id
P8193-datatype	P8193	datatype	wikibase-item
P8194-datatype	P8194	datatype	wikibase-item
P8195-datatype	P8195	datatype	commonsMedia
P8196-datatype	P8196	datatype	wikibase-item
P8197-datatype	P8197	datatype	external-id
P8198-datatype	P8198	datatype	external-id
P8199-datatype	P8199	datatype	external-id
P820-datatype	P820	datatype	string
P8200-datatype	P8200	datatype	external-id
P8201-datatype	P8201	datatype	external-id
P8202-datatype	P8202	datatype	external-id
P8203-datatype	P8203	datatype	wikibase-item
P8204-datatype	P8204	datatype	tabular-data
P8205-datatype	P8205	datatype	external-id
P8206-datatype	P8206	datatype	string
P8207-datatype	P8207	datatype	external-id
P8208-datatype	P8208	datatype	quantity
P8209-datatype	P8209	datatype	external-id
P821-datatype	P821	datatype	external-id
P8210-datatype	P8210	datatype	external-id
P8211-datatype	P8211	datatype	external-id
P8212-datatype	P8212	datatype	external-id
P8213-datatype	P8213	datatype	external-id
P8214-datatype	P8214	datatype	url
P8215-datatype	P8215	datatype	external-id
P8216-datatype	P8216	datatype	external-id
P8217-datatype	P8217	datatype	external-id
P8218-datatype	P8218	datatype	external-id
P8219-datatype	P8219	datatype	external-id
P822-datatype	P822	datatype	wikibase-item
P8220-datatype	P8220	datatype	external-id
P8221-datatype	P8221	datatype	external-id
P8222-datatype	P8222	datatype	external-id
P8223-datatype	P8223	datatype	external-id
P8224-datatype	P8224	datatype	commonsMedia
P8225-datatype	P8225	datatype	wikibase-item
P8226-datatype	P8226	datatype	external-id
P8227-datatype	P8227	datatype	external-id
P8228-datatype	P8228	datatype	wikibase-item
P8229-datatype	P8229	datatype	external-id
P823-datatype	P823	datatype	wikibase-item
P8230-datatype	P8230	datatype	external-id
P8231-datatype	P8231	datatype	external-id
P8232-datatype	P8232	datatype	external-id
P8233-datatype	P8233	datatype	external-id
P8234-datatype	P8234	datatype	external-id
P8235-datatype	P8235	datatype	external-id
P8236-datatype	P8236	datatype	external-id
P8237-datatype	P8237	datatype	external-id
P8238-datatype	P8238	datatype	external-id
P8239-datatype	P8239	datatype	external-id
P824-datatype	P824	datatype	external-id
P8240-datatype	P8240	datatype	external-id
P8241-datatype	P8241	datatype	wikibase-item
P8242-datatype	P8242	datatype	external-id
P8243-datatype	P8243	datatype	external-id
P8244-datatype	P8244	datatype	external-id
P8245-datatype	P8245	datatype	external-id
P8246-datatype	P8246	datatype	external-id
P8247-datatype	P8247	datatype	quantity
P8248-datatype	P8248	datatype	external-id
P8249-datatype	P8249	datatype	external-id
P825-datatype	P825	datatype	wikibase-item
P8250-datatype	P8250	datatype	external-id
P8251-datatype	P8251	datatype	external-id
P8253-datatype	P8253	datatype	external-id
P8254-datatype	P8254	datatype	external-id
P8255-datatype	P8255	datatype	external-id
P8256-datatype	P8256	datatype	external-id
P8257-datatype	P8257	datatype	external-id
P8258-datatype	P8258	datatype	wikibase-item
P8259-datatype	P8259	datatype	external-id
P826-datatype	P826	datatype	wikibase-item
P8260-datatype	P8260	datatype	external-id
P8261-datatype	P8261	datatype	external-id
P8262-datatype	P8262	datatype	external-id
P8263-datatype	P8263	datatype	wikibase-item
P8264-datatype	P8264	datatype	string
P8265-datatype	P8265	datatype	tabular-data
P8266-datatype	P8266	datatype	external-id
P8267-datatype	P8267	datatype	external-id
P8268-datatype	P8268	datatype	external-id
P8269-datatype	P8269	datatype	external-id
P827-datatype	P827	datatype	external-id
P8270-datatype	P8270	datatype	external-id
P8271-datatype	P8271	datatype	external-id
P8272-datatype	P8272	datatype	external-id
P8273-datatype	P8273	datatype	external-id
P8274-datatype	P8274	datatype	wikibase-item
P8275-datatype	P8275	datatype	quantity
P8276-datatype	P8276	datatype	string
P8277-datatype	P8277	datatype	external-id
P8278-datatype	P8278	datatype	external-id
P8279-datatype	P8279	datatype	external-id
P828-datatype	P828	datatype	wikibase-item
P8280-datatype	P8280	datatype	external-id
P8281-datatype	P8281	datatype	external-id
P8282-datatype	P8282	datatype	external-id
P8283-datatype	P8283	datatype	string
P8284-datatype	P8284	datatype	external-id
P8285-datatype	P8285	datatype	external-id
P8286-datatype	P8286	datatype	external-id
P8287-datatype	P8287	datatype	external-id
P8289-datatype	P8289	datatype	wikibase-item
P829-datatype	P829	datatype	external-id
P8290-datatype	P8290	datatype	external-id
P8291-datatype	P8291	datatype	external-id
P8292-datatype	P8292	datatype	external-id
P8293-datatype	P8293	datatype	external-id
P8294-datatype	P8294	datatype	external-id
P8295-datatype	P8295	datatype	external-id
P8296-datatype	P8296	datatype	external-id
P8297-datatype	P8297	datatype	external-id
P8298-datatype	P8298	datatype	external-id
P8299-datatype	P8299	datatype	external-id
P830-datatype	P830	datatype	external-id
P8300-datatype	P8300	datatype	external-id
P8301-datatype	P8301	datatype	external-id
P8302-datatype	P8302	datatype	external-id
P8303-datatype	P8303	datatype	external-id
P8304-datatype	P8304	datatype	external-id
P8305-datatype	P8305	datatype	external-id
P8306-datatype	P8306	datatype	wikibase-item
P8307-datatype	P8307	datatype	wikibase-item
P8308-datatype	P8308	datatype	wikibase-item
P8309-datatype	P8309	datatype	external-id
P831-datatype	P831	datatype	wikibase-item
P8310-datatype	P8310	datatype	external-id
P8311-datatype	P8311	datatype	external-id
P8312-datatype	P8312	datatype	external-id
P8313-datatype	P8313	datatype	external-id
P8314-datatype	P8314	datatype	external-id
P8315-datatype	P8315	datatype	external-id
P8316-datatype	P8316	datatype	external-id
P8317-datatype	P8317	datatype	external-id
P8318-datatype	P8318	datatype	external-id
P8319-datatype	P8319	datatype	external-id
P832-datatype	P832	datatype	wikibase-item
P8320-datatype	P8320	datatype	external-id
P8321-datatype	P8321	datatype	external-id
P8322-datatype	P8322	datatype	external-id
P8323-datatype	P8323	datatype	external-id
P8324-datatype	P8324	datatype	wikibase-item
P8325-datatype	P8325	datatype	external-id
P8326-datatype	P8326	datatype	external-id
P8327-datatype	P8327	datatype	wikibase-item
P8328-datatype	P8328	datatype	quantity
P8329-datatype	P8329	datatype	wikibase-item
P833-datatype	P833	datatype	wikibase-item
P8330-datatype	P8330	datatype	quantity
P8331-datatype	P8331	datatype	wikibase-item
P8332-datatype	P8332	datatype	external-id
P8333-datatype	P8333	datatype	external-id
P8334-datatype	P8334	datatype	external-id
P8335-datatype	P8335	datatype	external-id
P8336-datatype	P8336	datatype	external-id
P8337-datatype	P8337	datatype	external-id
P8338-datatype	P8338	datatype	monolingualtext
P8339-datatype	P8339	datatype	wikibase-item
P834-datatype	P834	datatype	wikibase-item
P8340-datatype	P8340	datatype	quantity
P8341-datatype	P8341	datatype	external-id
P8342-datatype	P8342	datatype	external-id
P8343-datatype	P8343	datatype	external-id
P8344-datatype	P8344	datatype	external-id
P8345-datatype	P8345	datatype	wikibase-item
P8346-datatype	P8346	datatype	external-id
P8347-datatype	P8347	datatype	external-id
P8348-datatype	P8348	datatype	external-id
P8349-datatype	P8349	datatype	external-id
P835-datatype	P835	datatype	string
P8350-datatype	P8350	datatype	external-id
P8351-datatype	P8351	datatype	external-id
P8352-datatype	P8352	datatype	external-id
P8354-datatype	P8354	datatype	external-id
P8355-datatype	P8355	datatype	external-id
P8356-datatype	P8356	datatype	external-id
P8357-datatype	P8357	datatype	external-id
P8358-datatype	P8358	datatype	external-id
P8359-datatype	P8359	datatype	string
P836-datatype	P836	datatype	external-id
P8360-datatype	P8360	datatype	string
P8361-datatype	P8361	datatype	string
P8362-datatype	P8362	datatype	string
P8363-datatype	P8363	datatype	wikibase-item
P8364-datatype	P8364	datatype	external-id
P8365-datatype	P8365	datatype	external-id
P8366-datatype	P8366	datatype	external-id
P8367-datatype	P8367	datatype	external-id
P8368-datatype	P8368	datatype	quantity
P8369-datatype	P8369	datatype	external-id
P837-datatype	P837	datatype	wikibase-item
P8370-datatype	P8370	datatype	external-id
P8371-datatype	P8371	datatype	wikibase-item
P8372-datatype	P8372	datatype	external-id
P8373-datatype	P8373	datatype	external-id
P8374-datatype	P8374	datatype	external-id
P8375-datatype	P8375	datatype	external-id
P8376-datatype	P8376	datatype	external-id
P8377-datatype	P8377	datatype	external-id
P8378-datatype	P8378	datatype	math
P8379-datatype	P8379	datatype	wikibase-property
P838-datatype	P838	datatype	external-id
P8380-datatype	P8380	datatype	external-id
P8381-datatype	P8381	datatype	external-id
P8382-datatype	P8382	datatype	external-id
P8383-datatype	P8383	datatype	external-id
P8384-datatype	P8384	datatype	external-id
P8385-datatype	P8385	datatype	external-id
P8386-datatype	P8386	datatype	external-id
P8387-datatype	P8387	datatype	external-id
P8388-datatype	P8388	datatype	external-id
P8389-datatype	P8389	datatype	external-id
P839-datatype	P839	datatype	external-id
P8390-datatype	P8390	datatype	external-id
P8391-datatype	P8391	datatype	external-id
P8392-datatype	P8392	datatype	external-id
P8393-datatype	P8393	datatype	external-id
P8394-datatype	P8394	datatype	monolingualtext
P8395-datatype	P8395	datatype	wikibase-item
P8396-datatype	P8396	datatype	wikibase-property
P8397-datatype	P8397	datatype	wikibase-item
P8398-datatype	P8398	datatype	quantity
P8399-datatype	P8399	datatype	external-id
P84-datatype	P84	datatype	wikibase-item
P840-datatype	P840	datatype	wikibase-item
P8400-datatype	P8400	datatype	external-id
P8401-datatype	P8401	datatype	external-id
P8402-datatype	P8402	datatype	wikibase-item
P8403-datatype	P8403	datatype	wikibase-item
P8404-datatype	P8404	datatype	string
P8405-datatype	P8405	datatype	external-id
P8406-datatype	P8406	datatype	external-id
P8407-datatype	P8407	datatype	external-id
P8408-datatype	P8408	datatype	external-id
P8409-datatype	P8409	datatype	external-id
P841-datatype	P841	datatype	wikibase-item
P8410-datatype	P8410	datatype	external-id
P8411-datatype	P8411	datatype	wikibase-item
P8412-datatype	P8412	datatype	external-id
P8413-datatype	P8413	datatype	wikibase-item
P8414-datatype	P8414	datatype	external-id
P8415-datatype	P8415	datatype	external-id
P8416-datatype	P8416	datatype	math
P8417-datatype	P8417	datatype	external-id
P8418-datatype	P8418	datatype	external-id
P8419-datatype	P8419	datatype	external-id
P842-datatype	P842	datatype	external-id
P8420-datatype	P8420	datatype	external-id
P8421-datatype	P8421	datatype	external-id
P8422-datatype	P8422	datatype	external-id
P8423-datatype	P8423	datatype	wikibase-item
P8424-datatype	P8424	datatype	external-id
P8425-datatype	P8425	datatype	external-id
P8426-datatype	P8426	datatype	external-id
P8427-datatype	P8427	datatype	external-id
P8428-datatype	P8428	datatype	wikibase-item
P8429-datatype	P8429	datatype	external-id
P843-datatype	P843	datatype	external-id
P8430-datatype	P8430	datatype	external-id
P8431-datatype	P8431	datatype	wikibase-item
P8432-datatype	P8432	datatype	external-id
P8433-datatype	P8433	datatype	external-id
P8434-datatype	P8434	datatype	external-id
P8435-datatype	P8435	datatype	external-id
P8439-datatype	P8439	datatype	external-id
P844-datatype	P844	datatype	external-id
P8440-datatype	P8440	datatype	external-id
P8441-datatype	P8441	datatype	external-id
P8442-datatype	P8442	datatype	external-id
P8443-datatype	P8443	datatype	external-id
P8445-datatype	P8445	datatype	external-id
P8446-datatype	P8446	datatype	external-id
P8447-datatype	P8447	datatype	external-id
P8448-datatype	P8448	datatype	external-id
P8449-datatype	P8449	datatype	external-id
P845-datatype	P845	datatype	external-id
P8450-datatype	P8450	datatype	wikibase-item
P8453-datatype	P8453	datatype	wikibase-item
P8454-datatype	P8454	datatype	external-id
P8455-datatype	P8455	datatype	external-id
P8456-datatype	P8456	datatype	external-id
P8457-datatype	P8457	datatype	external-id
P8458-datatype	P8458	datatype	external-id
P8459-datatype	P8459	datatype	wikibase-item
P846-datatype	P846	datatype	external-id
P8460-datatype	P8460	datatype	string
P8461-datatype	P8461	datatype	quantity
P8462-datatype	P8462	datatype	external-id
P8463-datatype	P8463	datatype	external-id
P8464-datatype	P8464	datatype	wikibase-item
P8465-datatype	P8465	datatype	quantity
P8466-datatype	P8466	datatype	quantity
P8467-datatype	P8467	datatype	external-id
P8468-datatype	P8468	datatype	external-id
P8469-datatype	P8469	datatype	external-id
P847-datatype	P847	datatype	string
P8470-datatype	P8470	datatype	string
P8471-datatype	P8471	datatype	wikibase-sense
P8472-datatype	P8472	datatype	external-id
P8473-datatype	P8473	datatype	external-id
P8474-datatype	P8474	datatype	external-id
P8475-datatype	P8475	datatype	external-id
P8476-datatype	P8476	datatype	quantity
P8477-datatype	P8477	datatype	quantity
P8478-datatype	P8478	datatype	external-id
P8479-datatype	P8479	datatype	external-id
P8480-datatype	P8480	datatype	wikibase-item
P8481-datatype	P8481	datatype	external-id
P8482-datatype	P8482	datatype	external-id
P8483-datatype	P8483	datatype	external-id
P8484-datatype	P8484	datatype	external-id
P8485-datatype	P8485	datatype	geo-shape
P8486-datatype	P8486	datatype	external-id
P8487-datatype	P8487	datatype	external-id
P8488-datatype	P8488	datatype	external-id
P8489-datatype	P8489	datatype	external-id
P849-datatype	P849	datatype	external-id
P8490-datatype	P8490	datatype	external-id
P8491-datatype	P8491	datatype	external-id
P8492-datatype	P8492	datatype	external-id
P8493-datatype	P8493	datatype	external-id
P8494-datatype	P8494	datatype	external-id
P8495-datatype	P8495	datatype	external-id
P8496-datatype	P8496	datatype	external-id
P8497-datatype	P8497	datatype	quantity
P8498-datatype	P8498	datatype	string
P8499-datatype	P8499	datatype	external-id
P85-datatype	P85	datatype	wikibase-item
P850-datatype	P850	datatype	external-id
P8500-datatype	P8500	datatype	wikibase-item
P8501-datatype	P8501	datatype	external-id
P8502-datatype	P8502	datatype	external-id
P8503-datatype	P8503	datatype	wikibase-item
P8504-datatype	P8504	datatype	external-id
P8505-datatype	P8505	datatype	commonsMedia
P8506-datatype	P8506	datatype	external-id
P8507-datatype	P8507	datatype	external-id
P8508-datatype	P8508	datatype	external-id
P8509-datatype	P8509	datatype	external-id
P8510-datatype	P8510	datatype	external-id
P8511-datatype	P8511	datatype	external-id
P8512-datatype	P8512	datatype	commonsMedia
P8513-datatype	P8513	datatype	external-id
P8514-datatype	P8514	datatype	external-id
P8515-datatype	P8515	datatype	external-id
P8516-datatype	P8516	datatype	external-id
P8517-datatype	P8517	datatype	commonsMedia
P8518-datatype	P8518	datatype	external-id
P8519-datatype	P8519	datatype	external-id
P852-datatype	P852	datatype	wikibase-item
P8520-datatype	P8520	datatype	external-id
P8521-datatype	P8521	datatype	external-id
P8522-datatype	P8522	datatype	external-id
P8523-datatype	P8523	datatype	external-id
P8524-datatype	P8524	datatype	external-id
P8525-datatype	P8525	datatype	external-id
P8526-datatype	P8526	datatype	external-id
P8527-datatype	P8527	datatype	external-id
P8528-datatype	P8528	datatype	external-id
P8529-datatype	P8529	datatype	external-id
P853-datatype	P853	datatype	wikibase-item
P8530-datatype	P8530	datatype	wikibase-form
P8531-datatype	P8531	datatype	external-id
P8532-datatype	P8532	datatype	external-id
P8533-datatype	P8533	datatype	string
P8534-datatype	P8534	datatype	external-id
P8535-datatype	P8535	datatype	wikibase-item
P8536-datatype	P8536	datatype	wikibase-item
P8539-datatype	P8539	datatype	external-id
P854-datatype	P854	datatype	url
P8540-datatype	P8540	datatype	external-id
P8541-datatype	P8541	datatype	external-id
P8542-datatype	P8542	datatype	external-id
P8543-datatype	P8543	datatype	external-id
P8544-datatype	P8544	datatype	external-id
P8545-datatype	P8545	datatype	external-id
P8546-datatype	P8546	datatype	wikibase-item
P8547-datatype	P8547	datatype	external-id
P8548-datatype	P8548	datatype	external-id
P8549-datatype	P8549	datatype	external-id
P855-datatype	P855	datatype	url
P8550-datatype	P8550	datatype	string
P8551-datatype	P8551	datatype	external-id
P8552-datatype	P8552	datatype	external-id
P8553-datatype	P8553	datatype	external-id
P8554-datatype	P8554	datatype	time
P8555-datatype	P8555	datatype	time
P8556-datatype	P8556	datatype	time
P8557-datatype	P8557	datatype	external-id
P8558-datatype	P8558	datatype	math
P8559-datatype	P8559	datatype	external-id
P856-datatype	P856	datatype	url
P8560-datatype	P8560	datatype	external-id
P8561-datatype	P8561	datatype	external-id
P8562-datatype	P8562	datatype	external-id
P8563-datatype	P8563	datatype	external-id
P8564-datatype	P8564	datatype	external-id
P8565-datatype	P8565	datatype	external-id
P8566-datatype	P8566	datatype	external-id
P8567-datatype	P8567	datatype	external-id
P8568-datatype	P8568	datatype	external-id
P8569-datatype	P8569	datatype	external-id
P8570-datatype	P8570	datatype	wikibase-item
P8571-datatype	P8571	datatype	wikibase-item
P8572-datatype	P8572	datatype	external-id
P8573-datatype	P8573	datatype	external-id
P8574-datatype	P8574	datatype	external-id
P8575-datatype	P8575	datatype	external-id
P8576-datatype	P8576	datatype	external-id
P8577-datatype	P8577	datatype	external-id
P8578-datatype	P8578	datatype	external-id
P8579-datatype	P8579	datatype	external-id
P858-datatype	P858	datatype	external-id
P8580-datatype	P8580	datatype	external-id
P8581-datatype	P8581	datatype	external-id
P8582-datatype	P8582	datatype	external-id
P8583-datatype	P8583	datatype	external-id
P8584-datatype	P8584	datatype	external-id
P8585-datatype	P8585	datatype	external-id
P8586-datatype	P8586	datatype	external-id
P8587-datatype	P8587	datatype	external-id
P8588-datatype	P8588	datatype	external-id
P8589-datatype	P8589	datatype	external-id
P859-datatype	P859	datatype	wikibase-item
P8590-datatype	P8590	datatype	external-id
P8591-datatype	P8591	datatype	external-id
P8592-datatype	P8592	datatype	commonsMedia
P8593-datatype	P8593	datatype	external-id
P8594-datatype	P8594	datatype	quantity
P8595-datatype	P8595	datatype	external-id
P8596-datatype	P8596	datatype	wikibase-item
P8597-datatype	P8597	datatype	quantity
P8598-datatype	P8598	datatype	external-id
P8599-datatype	P8599	datatype	external-id
P86-datatype	P86	datatype	wikibase-item
P860-datatype	P860	datatype	external-id
P8600-datatype	P8600	datatype	external-id
P8601-datatype	P8601	datatype	external-id
P8602-datatype	P8602	datatype	external-id
P8603-datatype	P8603	datatype	external-id
P8604-datatype	P8604	datatype	external-id
P8605-datatype	P8605	datatype	external-id
P8606-datatype	P8606	datatype	url
P8607-datatype	P8607	datatype	external-id
P8608-datatype	P8608	datatype	external-id
P8609-datatype	P8609	datatype	external-id
P861-datatype	P861	datatype	external-id
P8610-datatype	P8610	datatype	external-id
P8611-datatype	P8611	datatype	external-id
P8612-datatype	P8612	datatype	external-id
P8613-datatype	P8613	datatype	external-id
P8614-datatype	P8614	datatype	external-id
P8615-datatype	P8615	datatype	wikibase-item
P8616-datatype	P8616	datatype	external-id
P8617-datatype	P8617	datatype	external-id
P8618-datatype	P8618	datatype	external-id
P8619-datatype	P8619	datatype	external-id
P862-datatype	P862	datatype	external-id
P8620-datatype	P8620	datatype	quantity
P8621-datatype	P8621	datatype	quantity
P8622-datatype	P8622	datatype	quantity
P8623-datatype	P8623	datatype	external-id
P8624-datatype	P8624	datatype	external-id
P8625-datatype	P8625	datatype	wikibase-item
P8626-datatype	P8626	datatype	wikibase-item
P8627-datatype	P8627	datatype	wikibase-item
P8628-datatype	P8628	datatype	quantity
P8629-datatype	P8629	datatype	external-id
P863-datatype	P863	datatype	external-id
P8630-datatype	P8630	datatype	external-id
P8631-datatype	P8631	datatype	external-id
P8632-datatype	P8632	datatype	external-id
P8633-datatype	P8633	datatype	external-id
P8634-datatype	P8634	datatype	external-id
P8635-datatype	P8635	datatype	external-id
P8636-datatype	P8636	datatype	external-id
P8637-datatype	P8637	datatype	external-id
P8638-datatype	P8638	datatype	external-id
P8639-datatype	P8639	datatype	external-id
P864-datatype	P864	datatype	external-id
P8640-datatype	P8640	datatype	external-id
P8642-datatype	P8642	datatype	external-id
P8643-datatype	P8643	datatype	external-id
P8644-datatype	P8644	datatype	external-id
P8645-datatype	P8645	datatype	external-id
P8646-datatype	P8646	datatype	wikibase-item
P8647-datatype	P8647	datatype	external-id
P8648-datatype	P8648	datatype	external-id
P8649-datatype	P8649	datatype	external-id
P865-datatype	P865	datatype	external-id
P8650-datatype	P8650	datatype	external-id
P8651-datatype	P8651	datatype	external-id
P8652-datatype	P8652	datatype	wikibase-item
P8653-datatype	P8653	datatype	external-id
P8654-datatype	P8654	datatype	external-id
P8655-datatype	P8655	datatype	external-id
P8656-datatype	P8656	datatype	external-id
P8657-datatype	P8657	datatype	external-id
P8658-datatype	P8658	datatype	external-id
P8659-datatype	P8659	datatype	string
P866-datatype	P866	datatype	external-id
P8660-datatype	P8660	datatype	external-id
P8661-datatype	P8661	datatype	external-id
P8662-datatype	P8662	datatype	external-id
P8663-datatype	P8663	datatype	external-id
P8664-datatype	P8664	datatype	external-id
P8665-datatype	P8665	datatype	external-id
P8666-datatype	P8666	datatype	external-id
P8667-datatype	P8667	datatype	commonsMedia
P8668-datatype	P8668	datatype	external-id
P8669-datatype	P8669	datatype	external-id
P867-datatype	P867	datatype	external-id
P8670-datatype	P8670	datatype	wikibase-item
P8671-datatype	P8671	datatype	string
P8672-datatype	P8672	datatype	external-id
P8673-datatype	P8673	datatype	external-id
P8674-datatype	P8674	datatype	external-id
P8675-datatype	P8675	datatype	external-id
P8676-datatype	P8676	datatype	external-id
P8677-datatype	P8677	datatype	external-id
P8678-datatype	P8678	datatype	external-id
P8679-datatype	P8679	datatype	external-id
P868-datatype	P868	datatype	wikibase-item
P8680-datatype	P8680	datatype	external-id
P8681-datatype	P8681	datatype	external-id
P8682-datatype	P8682	datatype	quantity
P8683-datatype	P8683	datatype	quantity
P8684-datatype	P8684	datatype	quantity
P8685-datatype	P8685	datatype	quantity
P8686-datatype	P8686	datatype	external-id
P8687-datatype	P8687	datatype	quantity
P8688-datatype	P8688	datatype	external-id
P8689-datatype	P8689	datatype	external-id
P8690-datatype	P8690	datatype	external-id
P8691-datatype	P8691	datatype	external-id
P8692-datatype	P8692	datatype	external-id
P8693-datatype	P8693	datatype	wikibase-item
P8694-datatype	P8694	datatype	external-id
P8695-datatype	P8695	datatype	external-id
P8696-datatype	P8696	datatype	external-id
P8697-datatype	P8697	datatype	external-id
P8698-datatype	P8698	datatype	external-id
P8699-datatype	P8699	datatype	external-id
P87-datatype	P87	datatype	wikibase-item
P870-datatype	P870	datatype	wikibase-item
P8700-datatype	P8700	datatype	external-id
P8701-datatype	P8701	datatype	wikibase-item
P8702-datatype	P8702	datatype	wikibase-item
P8703-datatype	P8703	datatype	string
P8704-datatype	P8704	datatype	external-id
P8705-datatype	P8705	datatype	external-id
P8706-datatype	P8706	datatype	wikibase-item
P8707-datatype	P8707	datatype	external-id
P8708-datatype	P8708	datatype	external-id
P8709-datatype	P8709	datatype	external-id
P8710-datatype	P8710	datatype	external-id
P8711-datatype	P8711	datatype	external-id
P8712-datatype	P8712	datatype	external-id
P8713-datatype	P8713	datatype	external-id
P8714-datatype	P8714	datatype	external-id
P8715-datatype	P8715	datatype	external-id
P8716-datatype	P8716	datatype	external-id
P8717-datatype	P8717	datatype	external-id
P8718-datatype	P8718	datatype	external-id
P8719-datatype	P8719	datatype	external-id
P872-datatype	P872	datatype	wikibase-item
P8720-datatype	P8720	datatype	external-id
P8721-datatype	P8721	datatype	external-id
P8722-datatype	P8722	datatype	external-id
P8723-datatype	P8723	datatype	external-id
P8724-datatype	P8724	datatype	external-id
P8725-datatype	P8725	datatype	external-id
P8726-datatype	P8726	datatype	external-id
P8727-datatype	P8727	datatype	external-id
P8728-datatype	P8728	datatype	external-id
P8729-datatype	P8729	datatype	external-id
P873-datatype	P873	datatype	wikibase-item
P8730-datatype	P8730	datatype	external-id
P8731-datatype	P8731	datatype	external-id
P8732-datatype	P8732	datatype	external-id
P8733-datatype	P8733	datatype	quantity
P8734-datatype	P8734	datatype	external-id
P8735-datatype	P8735	datatype	external-id
P8736-datatype	P8736	datatype	external-id
P8737-datatype	P8737	datatype	external-id
P8738-datatype	P8738	datatype	wikibase-item
P8739-datatype	P8739	datatype	wikibase-item
P874-datatype	P874	datatype	string
P8740-datatype	P8740	datatype	external-id
P8741-datatype	P8741	datatype	external-id
P8742-datatype	P8742	datatype	external-id
P8743-datatype	P8743	datatype	external-id
P8744-datatype	P8744	datatype	wikibase-item
P8745-datatype	P8745	datatype	wikibase-item
P8746-datatype	P8746	datatype	wikibase-item
P8747-datatype	P8747	datatype	external-id
P8748-datatype	P8748	datatype	external-id
P8749-datatype	P8749	datatype	external-id
P875-datatype	P875	datatype	string
P8750-datatype	P8750	datatype	external-id
P8751-datatype	P8751	datatype	quantity
P8752-datatype	P8752	datatype	external-id
P8753-datatype	P8753	datatype	quantity
P8754-datatype	P8754	datatype	external-id
P8755-datatype	P8755	datatype	external-id
P8756-datatype	P8756	datatype	external-id
P8757-datatype	P8757	datatype	quantity
P8758-datatype	P8758	datatype	external-id
P8759-datatype	P8759	datatype	external-id
P876-datatype	P876	datatype	string
P8760-datatype	P8760	datatype	external-id
P8761-datatype	P8761	datatype	external-id
P8762-datatype	P8762	datatype	external-id
P8763-datatype	P8763	datatype	quantity
P8764-datatype	P8764	datatype	wikibase-item
P8765-datatype	P8765	datatype	external-id
P8766-datatype	P8766	datatype	commonsMedia
P8767-datatype	P8767	datatype	external-id
P8768-datatype	P8768	datatype	url
P8769-datatype	P8769	datatype	external-id
P877-datatype	P877	datatype	string
P8770-datatype	P8770	datatype	monolingualtext
P8771-datatype	P8771	datatype	external-id
P8772-datatype	P8772	datatype	external-id
P8773-datatype	P8773	datatype	external-id
P8774-datatype	P8774	datatype	external-id
P8775-datatype	P8775	datatype	external-id
P8776-datatype	P8776	datatype	external-id
P8777-datatype	P8777	datatype	external-id
P8778-datatype	P8778	datatype	external-id
P8779-datatype	P8779	datatype	external-id
P878-datatype	P878	datatype	wikibase-item
P8780-datatype	P8780	datatype	external-id
P8782-datatype	P8782	datatype	external-id
P8783-datatype	P8783	datatype	external-id
P8784-datatype	P8784	datatype	external-id
P8785-datatype	P8785	datatype	external-id
P8786-datatype	P8786	datatype	wikibase-item
P8787-datatype	P8787	datatype	external-id
P8788-datatype	P8788	datatype	external-id
P8789-datatype	P8789	datatype	wikibase-item
P879-datatype	P879	datatype	string
P8790-datatype	P8790	datatype	external-id
P8791-datatype	P8791	datatype	wikibase-item
P8792-datatype	P8792	datatype	external-id
P8793-datatype	P8793	datatype	external-id
P8794-datatype	P8794	datatype	external-id
P8795-datatype	P8795	datatype	external-id
P8796-datatype	P8796	datatype	external-id
P8797-datatype	P8797	datatype	external-id
P8798-datatype	P8798	datatype	wikibase-item
P8799-datatype	P8799	datatype	external-id
P88-datatype	P88	datatype	wikibase-item
P880-datatype	P880	datatype	wikibase-item
P8800-datatype	P8800	datatype	external-id
P8801-datatype	P8801	datatype	external-id
P8802-datatype	P8802	datatype	external-id
P8803-datatype	P8803	datatype	external-id
P8804-datatype	P8804	datatype	external-id
P8805-datatype	P8805	datatype	external-id
P8806-datatype	P8806	datatype	external-id
P8807-datatype	P8807	datatype	external-id
P8808-datatype	P8808	datatype	external-id
P8809-datatype	P8809	datatype	external-id
